YEAR,2 digit,3 digit,INDUSTRY_CODE,NAICS_TITLE,AVG_WAGE,Industry based on USCIS
2016,31,313,313000,Textile Mills,53788.46154,Manufacturing
2016,53,531,531000,Real Estate,53764.42561,Real Estate and Rental and Leasing
2016,32,327,327000,Nonmetallic Mineral Product Manufacturing,53519.43262,Manufacturing
2016,49,493,493000,Warehousing and Storage,53375.09901,Transportation and Warehousing
2016,31,312,312000,Beverage and Tobacco Product Manufacturing,53272.27811,Manufacturing
2016,81,811,811000,Repair and Maintenance,53248.41584,Other Services (except Public Administration)
2016,23,238,238000,Specialty Trade Contractors,53217.76596,Construction
2016,31,311,311000,Food Manufacturing,52959.08922,Manufacturing
2016,48,484,484000,Truck Transportation,52312.77174,Transportation and Warehousing
2016,56,561,561000,Administrative and Support Services,51392.63441,Administrative and Support and Waste Management and Remediation Services
2016,33,337,337000,Furniture and Related Product Manufacturing,50501.83562,Manufacturing
2016,31,314,314000,Textile Product Mills,50416.94656,Manufacturing
2016,53,532,532000,Rental and Leasing Services,50291.31783,Real Estate and Rental and Leasing
2016,11,115,115000,Support Activities for Agriculture and Forestry,49726.72862,"Agriculture, Forestry, Fishing and Hunting"
2016,44,446,446000,Health and Personal Care Stores,49646.71975,Retail Trade
2016,32,321,321000,Wood Product Manufacturing,49454.35294,Manufacturing
2016,71,712,712000,"Museums, Historical Sites, and Similar Institutions",48850.13363,"Arts, Entertainment, and Recreation"
2016,48,485,485000,Transit and Ground Passenger Transportation,48104.73896,Transportation and Warehousing
2016,62,623,623000,Nursing and Residential Care Facilities,47770.66277,Health Care and Social Assistance
2016,44,441,441000,Motor Vehicle and Parts Dealers,47498.79581,Retail Trade
2016,11,113,113000,Forestry and Logging,46885.35088,"Agriculture, Forestry, Fishing and Hunting"
2016,71,713,713000,"Amusement, Gambling, and Recreation Industries",46628.89465,"Arts, Entertainment, and Recreation"
2016,44,442,442000,Furniture and Home Furnishings Stores,46523.9404,Retail Trade
2016,72,721,721000,Accommodation,45978.29268,Accommodation and Food Services
2016,81,812,812000,Personal and Laundry Services,45793.06723,Other Services (except Public Administration)
2016,62,624,624000,Social Assistance,45439.33333,Health Care and Social Assistance
2016,44,444,444000,Building Material and Garden Equipment and Supplies Dealers,45359.28571,Retail Trade
2016,44,448,448000,Clothing and Clothing Accessories Stores,44660.35897,Retail Trade
2016,45,452,452000,General Merchandise Stores,44334.43299,Retail Trade
2016,48,487,487000,Scenic and Sightseeing Transportation,42296.95238,Transportation and Warehousing
2016,44,445,445000,Food and Beverage Stores,41575.3406,Retail Trade
2016,45,451,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",40670.41958,Retail Trade
2016,45,453,453000,Miscellaneous Store Retailers,40276.02094,Retail Trade
2016,44,447,447000,Gasoline Stations,38304.39614,Retail Trade
2016,72,722,722000,Food Services and Drinking Places,37552.20065,Accommodation and Food Services
2017,52,521,521000,Monetary Authorities-Central Bank,92277.8,Finance and Insurance
2017,48,486,486000,Pipeline Transportation,87025.69672,Transportation and Warehousing
2017,52,523,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",84507.2973,Finance and Insurance
2017,21,211,211000,Oil and Gas Extraction,82950.27473,"Mining, Quarrying, and Oil and Gas Extraction"
2017,52,525,525000,"Funds, Trusts, and Other Financial Vehicles",79871.76471,Finance and Insurance
2017,49,491,491000,Postal Service (federal government),76100.17241,Transportation and Warehousing
2017,22,221,221000,Utilities,75766.26923,Utilities
2017,51,517,517000,Telecommunications,74007.71772,Information
2017,51,519,519000,Other Information Services,73660.97826,Information
2017,51,518,518000,"Data Processing, Hosting, and Related Services",73640,Information
2017,32,324,324000,Petroleum and Coal Products Manufacturing,72990.23739,Manufacturing
2017,53,533,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),72953.65591,Real Estate and Rental and Leasing
2017,33,334,334000,Computer and Electronic Product Manufacturing,72530.75099,Manufacturing
2017,51,515,515000,Broadcasting (except Internet),71424.53571,Information
2017,48,482,482000,Rail Transportation,71093.77005,Transportation and Warehousing
2017,32,325,325000,Chemical Manufacturing,69714.03377,Manufacturing
2017,51,511,511000,Publishing Industries (except Internet),69616.54354,Information
2017,52,524,524000,Insurance Carriers and Related Activities,69578.59961,Finance and Insurance
2017,48,481,481000,Air Transportation,69573.25806,Transportation and Warehousing
2017,52,522,522000,Credit Intermediation and Related Activities,68105.12755,Finance and Insurance
2017,33,336,336000,Transportation Equipment Manufacturing,68095.19553,Manufacturing
2017,21,213,213000,Support Activities for Mining,66867.14976,"Mining, Quarrying, and Oil and Gas Extraction"
2017,48,483,483000,Water Transportation,66240.69388,Transportation and Warehousing
2017,55,551,551000,Management of Companies and Enterprises,64416.55135,Management of Companies and Enterprises
2017,32,322,322000,Paper Manufacturing,63020.26596,Manufacturing
2017,54,541,541000,"Professional, Scientific, and Technical Services",62987.42409,"Professional, Scientific, and Technical Services"
2017,23,236,236000,Construction of Buildings,62937.249,Construction
2017,21,212,212000,Mining (except Oil and Gas),62369.44134,"Mining, Quarrying, and Oil and Gas Extraction"
2017,33,335,335000,"Electrical Equipment, Appliance, and Component Manufacturing",62123.85542,Manufacturing
2017,62,621,621000,Ambulatory Health Care Services,61873.55556,Health Care and Social Assistance
2017,33,333,333000,Machinery Manufacturing,61840.5,Manufacturing
2017,49,492,492000,Couriers and Messengers,61838.65591,Transportation and Warehousing
2017,62,622,622000,Hospitals,61516.98992,Health Care and Social Assistance
2017,56,562,562000,Waste Management and Remediation Services,61392.9,Administrative and Support and Waste Management and Remediation Services
2017,99,999,999000,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",60648.55422,
2017,51,512,512000,Motion Picture and Sound Recording Industries,60434.23333,Information
2017,33,331,331000,Primary Metal Manufacturing,60279.95025,Manufacturing
2017,42,425,425000,Wholesale Electronic Markets and Agents and Brokers,59595.93698,Wholesale Trade
2017,33,339,339000,Miscellaneous Manufacturing,59472.66667,Manufacturing
2017,31,315,315000,Apparel Manufacturing,58954.17431,Manufacturing
2017,23,237,237000,Heavy and Civil Engineering Construction,58045.23723,Construction
2017,44,443,443000,Electronics and Appliance Stores,57565.9919,Retail Trade
2017,33,332,332000,Fabricated Metal Product Manufacturing,57184.06439,Manufacturing
2017,42,424,424000,"Merchant Wholesalers, Nondurable Goods",56827.58321,Wholesale Trade
2017,42,423,423000,"Merchant Wholesalers, Durable Goods",56800.57069,Wholesale Trade
2017,61,611,611000,Educational Services,56542.67364,Educational Services
2017,32,326,326000,Plastics and Rubber Products Manufacturing,56466.13793,Manufacturing
2017,48,488,488000,Support Activities for Transportation,56358.76953,Transportation and Warehousing
2017,32,327,327000,Nonmetallic Mineral Product Manufacturing,56296.71463,Manufacturing
2017,81,813,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",55971.69051,Other Services (except Public Administration)
2017,45,454,454000,Nonstore Retailers,55621.86364,Retail Trade
2017,53,531,531000,Real Estate,55407.42248,Real Estate and Rental and Leasing
2017,31,312,312000,Beverage and Tobacco Product Manufacturing,55070.25788,Manufacturing
2017,71,711,711000,"Performing Arts, Spectator Sports, and Related Industries",54694.84848,"Arts, Entertainment, and Recreation"
2017,31,313,313000,Textile Mills,54506.31579,Manufacturing
2017,23,238,238000,Specialty Trade Contractors,54505.36458,Construction
2017,48,484,484000,Truck Transportation,54060.24064,Transportation and Warehousing
2017,31,316,316000,Leather and Allied Product Manufacturing,53929.88506,Manufacturing
2017,49,493,493000,Warehousing and Storage,53917.79817,Transportation and Warehousing
2017,31,311,311000,Food Manufacturing,53765.79926,Manufacturing
2017,32,323,323000,Printing and Related Support Activities,53643.99417,Manufacturing
2017,81,811,811000,Repair and Maintenance,52831.95266,Other Services (except Public Administration)
2017,53,532,532000,Rental and Leasing Services,52499.82072,Real Estate and Rental and Leasing
2017,56,561,561000,Administrative and Support Services,52226.20241,Administrative and Support and Waste Management and Remediation Services
2017,11,115,115000,Support Activities for Agriculture and Forestry,51178.91986,"Agriculture, Forestry, Fishing and Hunting"
2017,44,446,446000,Health and Personal Care Stores,51132.54777,Retail Trade
2017,48,485,485000,Transit and Ground Passenger Transportation,50911.23457,Transportation and Warehousing
2017,33,337,337000,Furniture and Related Product Manufacturing,50909.36986,Manufacturing
2017,31,314,314000,Textile Product Mills,50870.04367,Manufacturing
2017,32,321,321000,Wood Product Manufacturing,50467.95213,Manufacturing
2017,62,623,623000,Nursing and Residential Care Facilities,49345.04836,Health Care and Social Assistance
2017,44,441,441000,Motor Vehicle and Parts Dealers,49090.63325,Retail Trade
2017,71,712,712000,"Museums, Historical Sites, and Similar Institutions",48925.97727,"Arts, Entertainment, and Recreation"
2017,11,113,113000,Forestry and Logging,48438.14159,"Agriculture, Forestry, Fishing and Hunting"
2017,81,812,812000,Personal and Laundry Services,48333.82046,Other Services (except Public Administration)
2017,72,721,721000,Accommodation,47274.23971,Accommodation and Food Services
2017,71,713,713000,"Amusement, Gambling, and Recreation Industries",47221.85315,"Arts, Entertainment, and Recreation"
2017,44,444,444000,Building Material and Garden Equipment and Supplies Dealers,46768.69688,Retail Trade
2017,45,452,452000,General Merchandise Stores,46756.89655,Retail Trade
2017,44,448,448000,Clothing and Clothing Accessories Stores,46459.36652,Retail Trade
2017,44,442,442000,Furniture and Home Furnishings Stores,46419.10345,Retail Trade
2017,62,624,624000,Social Assistance,46327.98808,Health Care and Social Assistance
2017,48,487,487000,Scenic and Sightseeing Transportation,43983.98104,Transportation and Warehousing
2017,44,445,445000,Food and Beverage Stores,43513.02949,Retail Trade
2017,45,451,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",42511.50943,Retail Trade
2017,45,453,453000,Miscellaneous Store Retailers,39929.02778,Retail Trade
2017,72,722,722000,Food Services and Drinking Places,39590.15528,Accommodation and Food Services
2017,44,447,447000,Gasoline Stations,36825.42714,Retail Trade
2018,52,521,521000,Monetary Authorities-Central Bank,96128.47682,Finance and Insurance
2018,52,523,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",86214.90446,Finance and Insurance
2018,48,486,486000,Pipeline Transportation,86148.56604,Transportation and Warehousing
2018,52,525,525000,"Funds, Trusts, and Other Financial Vehicles",85502.48,Finance and Insurance
2018,21,211,211000,Oil and Gas Extraction,84694.54301,"Mining, Quarrying, and Oil and Gas Extraction"
2018,22,221,221000,Utilities,77752.35632,Utilities
2018,49,491,491000,Postal Service (federal government),77350.30043,Transportation and Warehousing
2018,32,324,324000,Petroleum and Coal Products Manufacturing,75690.84548,Manufacturing
2018,51,519,519000,Other Information Services,75178.88889,Information
2018,51,517,517000,Telecommunications,74515.68513,Information
2018,53,533,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),74138.52273,Real Estate and Rental and Leasing
2018,51,515,515000,Broadcasting (except Internet),73831.5625,Information
2018,51,518,518000,"Data Processing, Hosting, and Related Services",73340.94276,Information
2018,33,334,334000,Computer and Electronic Product Manufacturing,72925.73614,Manufacturing
2018,48,481,481000,Air Transportation,72471.78344,Transportation and Warehousing
2018,48,482,482000,Rail Transportation,72256.93548,Transportation and Warehousing
2018,51,511,511000,Publishing Industries (except Internet),71902.6738,Information
2018,32,325,325000,Chemical Manufacturing,71272.94118,Manufacturing
2018,52,524,524000,Insurance Carriers and Related Activities,70944.18972,Finance and Insurance
2018,33,336,336000,Transportation Equipment Manufacturing,68944.01852,Manufacturing
2018,52,522,522000,Credit Intermediation and Related Activities,68091.73575,Finance and Insurance
2018,48,483,483000,Water Transportation,68023.30798,Transportation and Warehousing
2018,21,213,213000,Support Activities for Mining,66761.82243,"Mining, Quarrying, and Oil and Gas Extraction"
2018,55,551,551000,Management of Companies and Enterprises,66170.54359,Management of Companies and Enterprises
2018,54,541,541000,"Professional, Scientific, and Technical Services",63928.94072,"Professional, Scientific, and Technical Services"
2018,32,322,322000,Paper Manufacturing,63895.18006,Manufacturing
2018,21,212,212000,Mining (except Oil and Gas),63605.71429,"Mining, Quarrying, and Oil and Gas Extraction"
2018,33,333,333000,Machinery Manufacturing,63194.06844,Manufacturing
2018,49,492,492000,Couriers and Messengers,62952.8125,Transportation and Warehousing
2018,33,335,335000,"Electrical Equipment, Appliance, and Component Manufacturing",62835.58376,Manufacturing
2018,62,622,622000,Hospitals,62772.09125,Health Care and Social Assistance
2018,51,512,512000,Motion Picture and Sound Recording Industries,62644.44079,Information
2018,62,621,621000,Ambulatory Health Care Services,62526.34074,Health Care and Social Assistance
2018,56,562,562000,Waste Management and Remediation Services,62200.92457,Administrative and Support and Waste Management and Remediation Services
2018,23,236,236000,Construction of Buildings,61932.49004,Construction
2018,42,425,425000,Wholesale Electronic Markets and Agents and Brokers,61908.27883,Wholesale Trade
2018,99,999,999000,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",61839.09329,
2018,33,339,339000,Miscellaneous Manufacturing,61413.69963,Manufacturing
2018,33,331,331000,Primary Metal Manufacturing,60920.60241,Manufacturing
2018,23,237,237000,Heavy and Civil Engineering Construction,60134.55696,Construction
2018,31,315,315000,Apparel Manufacturing,59464.22727,Manufacturing
2018,44,443,443000,Electronics and Appliance Stores,58834.24242,Retail Trade
2018,61,611,611000,Educational Services,58556.63826,Educational Services
2018,33,332,332000,Fabricated Metal Product Manufacturing,57977.78641,Manufacturing
2018,42,424,424000,"Merchant Wholesalers, Nondurable Goods",57868.81935,Wholesale Trade
2018,42,423,423000,"Merchant Wholesalers, Durable Goods",57738.54545,Wholesale Trade
2018,32,327,327000,Nonmetallic Mineral Product Manufacturing,57640.54502,Manufacturing
2018,48,488,488000,Support Activities for Transportation,57569.60526,Transportation and Warehousing
2018,45,454,454000,Nonstore Retailers,57435.4386,Retail Trade
2018,31,313,313000,Textile Mills,57346.91358,Manufacturing
2018,31,312,312000,Beverage and Tobacco Product Manufacturing,57175.44944,Manufacturing
2018,32,326,326000,Plastics and Rubber Products Manufacturing,57109.72789,Manufacturing
2018,81,813,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",56866.84416,Other Services (except Public Administration)
2018,53,531,531000,Real Estate,56792.52408,Real Estate and Rental and Leasing
2018,71,711,711000,"Performing Arts, Spectator Sports, and Related Industries",56016.53775,"Arts, Entertainment, and Recreation"
2018,31,311,311000,Food Manufacturing,55701.75824,Manufacturing
2018,23,238,238000,Specialty Trade Contractors,55477.70903,Construction
2018,49,493,493000,Warehousing and Storage,55269.93274,Transportation and Warehousing
2018,48,484,484000,Truck Transportation,55230.15748,Transportation and Warehousing
2018,31,316,316000,Leather and Allied Product Manufacturing,55177.09091,Manufacturing
2018,32,323,323000,Printing and Related Support Activities,55101.44543,Manufacturing
2018,53,532,532000,Rental and Leasing Services,54971.29094,Real Estate and Rental and Leasing
2018,44,446,446000,Health and Personal Care Stores,53735.12121,Retail Trade
2018,33,337,337000,Furniture and Related Product Manufacturing,53550.0274,Manufacturing
2018,56,561,561000,Administrative and Support Services,53312.75349,Administrative and Support and Waste Management and Remediation Services
2018,11,115,115000,Support Activities for Agriculture and Forestry,52683.48754,"Agriculture, Forestry, Fishing and Hunting"
2018,32,321,321000,Wood Product Manufacturing,51862.57813,Manufacturing
2018,31,314,314000,Textile Product Mills,51657.29958,Manufacturing
2018,81,811,811000,Repair and Maintenance,51646.20493,Other Services (except Public Administration)
2018,48,485,485000,Transit and Ground Passenger Transportation,51563.72,Transportation and Warehousing
2018,71,712,712000,"Museums, Historical Sites, and Similar Institutions",51020.30769,"Arts, Entertainment, and Recreation"
2018,62,623,623000,Nursing and Residential Care Facilities,50576.71906,Health Care and Social Assistance
2018,44,441,441000,Motor Vehicle and Parts Dealers,50480.30303,Retail Trade
2018,44,448,448000,Clothing and Clothing Accessories Stores,49962.99065,Retail Trade
2018,11,113,113000,Forestry and Logging,49468.72727,"Agriculture, Forestry, Fishing and Hunting"
2018,81,812,812000,Personal and Laundry Services,48726.59091,Other Services (except Public Administration)
2018,71,713,713000,"Amusement, Gambling, and Recreation Industries",48338.26667,"Arts, Entertainment, and Recreation"
2018,44,442,442000,Furniture and Home Furnishings Stores,48237.26073,Retail Trade
2018,44,444,444000,Building Material and Garden Equipment and Supplies Dealers,47739.2623,Retail Trade
2018,72,721,721000,Accommodation,47245.37367,Accommodation and Food Services
2018,62,624,624000,Social Assistance,46470.89985,Health Care and Social Assistance
2018,45,452,452000,General Merchandise Stores,45849.41909,Retail Trade
2018,48,487,487000,Scenic and Sightseeing Transportation,43739.36073,Transportation and Warehousing
2018,44,445,445000,Food and Beverage Stores,42452.25627,Retail Trade
2018,45,451,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",41956.35135,Retail Trade
2018,45,453,453000,Miscellaneous Store Retailers,41326.54867,Retail Trade
2018,72,722,722000,Food Services and Drinking Places,41149.93651,Accommodation and Food Services
2018,44,447,447000,Gasoline Stations,41106.94581,Retail Trade
2019,52,521,521000,Monetary Authorities-Central Bank,97022.97297,Finance and Insurance
2019,52,525,525000,"Funds, Trusts, and Other Financial Vehicles",87595.37879,Finance and Insurance
2019,21,211,211000,Oil and Gas Extraction,87420.20408,"Mining, Quarrying, and Oil and Gas Extraction"
2019,48,486,486000,Pipeline Transportation,86403.7247,Transportation and Warehousing
2019,52,523,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",85761.78344,Finance and Insurance
2019,22,221,221000,Utilities,79298.28185,Utilities
2019,51,519,519000,Other Information Services,78959.51311,Information
2019,32,324,324000,Petroleum and Coal Products Manufacturing,77491.46067,Manufacturing
2019,49,491,491000,Postal Service (federal government),77413.8009,Transportation and Warehousing
2019,51,517,517000,Telecommunications,76298.66873,Information
2019,53,533,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),75563.46821,Real Estate and Rental and Leasing
2019,51,518,518000,"Data Processing, Hosting, and Related Services",74927.71429,Information
2019,51,515,515000,Broadcasting (except Internet),74223.20896,Information
2019,33,334,334000,Computer and Electronic Product Manufacturing,74086.17647,Manufacturing
2019,51,511,511000,Publishing Industries (except Internet),74082.62108,Information
2019,48,482,482000,Rail Transportation,73801.48997,Transportation and Warehousing
2019,48,481,481000,Air Transportation,73320.47138,Transportation and Warehousing
2019,49,492,492000,Couriers and Messengers,71535.07614,Transportation and Warehousing
2019,32,325,325000,Chemical Manufacturing,71502.91262,Manufacturing
2019,52,524,524000,Insurance Carriers and Related Activities,71325.24896,Finance and Insurance
2019,52,522,522000,Credit Intermediation and Related Activities,69894.18367,Finance and Insurance
2019,55,551,551000,Management of Companies and Enterprises,68394.35345,Management of Companies and Enterprises
2019,33,336,336000,Transportation Equipment Manufacturing,68208.88889,Manufacturing
2019,48,483,483000,Water Transportation,67934.26295,Transportation and Warehousing
2019,42,425,425000,Wholesale Electronic Markets and Agents and Brokers,67725.44858,Wholesale Trade
2019,21,213,213000,Support Activities for Mining,67418.10384,"Mining, Quarrying, and Oil and Gas Extraction"
2019,51,512,512000,Motion Picture and Sound Recording Industries,66760.95082,Information
2019,32,322,322000,Paper Manufacturing,65189.45559,Manufacturing
2019,54,541,541000,"Professional, Scientific, and Technical Services",65003.04217,"Professional, Scientific, and Technical Services"
2019,62,622,622000,Hospitals,64629.08609,Health Care and Social Assistance
2019,33,335,335000,"Electrical Equipment, Appliance, and Component Manufacturing",64450.92141,Manufacturing
2019,33,333,333000,Machinery Manufacturing,64276.74905,Manufacturing
2019,21,212,212000,Mining (except Oil and Gas),63993.83598,"Mining, Quarrying, and Oil and Gas Extraction"
2019,62,621,621000,Ambulatory Health Care Services,63810.30488,Health Care and Social Assistance
2019,99,999,999000,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",62866.24658,
2019,33,339,339000,Miscellaneous Manufacturing,62396.36528,Manufacturing
2019,42,424,424000,"Merchant Wholesalers, Nondurable Goods",62297.63605,Wholesale Trade
2019,56,562,562000,Waste Management and Remediation Services,62020.6235,Administrative and Support and Waste Management and Remediation Services
2019,23,236,236000,Construction of Buildings,61901.80894,Construction
2019,42,423,423000,"Merchant Wholesalers, Durable Goods",61834.41041,Wholesale Trade
2019,33,331,331000,Primary Metal Manufacturing,61259.4132,Manufacturing
2019,23,237,237000,Heavy and Civil Engineering Construction,61065.73359,Construction
2019,31,312,312000,Beverage and Tobacco Product Manufacturing,60403.23034,Manufacturing
2019,31,315,315000,Apparel Manufacturing,59907.01835,Manufacturing
2019,61,611,611000,Educational Services,59818.06389,Educational Services
2019,48,488,488000,Support Activities for Transportation,59546.40562,Transportation and Warehousing
2019,44,443,443000,Electronics and Appliance Stores,59393.66972,Retail Trade
2019,45,454,454000,Nonstore Retailers,58763.09955,Retail Trade
2019,32,327,327000,Nonmetallic Mineral Product Manufacturing,58738.41346,Manufacturing
2019,33,332,332000,Fabricated Metal Product Manufacturing,58602.95276,Manufacturing
2019,31,313,313000,Textile Mills,58396.98347,Manufacturing
2019,81,813,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",58132.57516,Other Services (except Public Administration)
2019,53,531,531000,Real Estate,58086.92469,Real Estate and Rental and Leasing
2019,32,326,326000,Plastics and Rubber Products Manufacturing,57827.83217,Manufacturing
2019,71,711,711000,"Performing Arts, Spectator Sports, and Related Industries",57516.8797,"Arts, Entertainment, and Recreation"
2019,23,238,238000,Specialty Trade Contractors,57181.4433,Construction
2019,31,311,311000,Food Manufacturing,56903.97388,Manufacturing
2019,49,493,493000,Warehousing and Storage,56821.62844,Transportation and Warehousing
2019,48,484,484000,Truck Transportation,56755.82447,Transportation and Warehousing
2019,32,323,323000,Printing and Related Support Activities,56216.52038,Manufacturing
2019,48,485,485000,Transit and Ground Passenger Transportation,56010.99174,Transportation and Warehousing
2019,53,532,532000,Rental and Leasing Services,55914.78873,Real Estate and Rental and Leasing
2019,56,561,561000,Administrative and Support Services,54871.80529,Administrative and Support and Waste Management and Remediation Services
2019,44,446,446000,Health and Personal Care Stores,53992.13376,Retail Trade
2019,11,115,115000,Support Activities for Agriculture and Forestry,53611.20623,"Agriculture, Forestry, Fishing and Hunting"
2019,33,337,337000,Furniture and Related Product Manufacturing,53517.71831,Manufacturing
2019,31,314,314000,Textile Product Mills,53416.99588,Manufacturing
2019,81,811,811000,Repair and Maintenance,53268.39015,Other Services (except Public Administration)
2019,44,441,441000,Motor Vehicle and Parts Dealers,52342.96392,Retail Trade
2019,31,316,316000,Leather and Allied Product Manufacturing,52143.03448,Manufacturing
2019,32,321,321000,Wood Product Manufacturing,52069.40701,Manufacturing
2019,71,712,712000,"Museums, Historical Sites, and Similar Institutions",51985.84821,"Arts, Entertainment, and Recreation"
2019,11,113,113000,Forestry and Logging,51381.19266,"Agriculture, Forestry, Fishing and Hunting"
2019,62,623,623000,Nursing and Residential Care Facilities,51325.65302,Health Care and Social Assistance
2019,81,812,812000,Personal and Laundry Services,50021.64502,Other Services (except Public Administration)
2019,72,721,721000,Accommodation,49092.57752,Accommodation and Food Services
2019,71,713,713000,"Amusement, Gambling, and Recreation Industries",48616.66667,"Arts, Entertainment, and Recreation"
2019,44,442,442000,Furniture and Home Furnishings Stores,47913.4106,Retail Trade
2019,44,444,444000,Building Material and Garden Equipment and Supplies Dealers,47899.42149,Retail Trade
2019,44,448,448000,Clothing and Clothing Accessories Stores,47687.29592,Retail Trade
2019,62,624,624000,Social Assistance,47220.31496,Health Care and Social Assistance
2019,45,452,452000,General Merchandise Stores,45752.41071,Retail Trade
2019,48,487,487000,Scenic and Sightseeing Transportation,44684.09524,Transportation and Warehousing
2019,44,445,445000,Food and Beverage Stores,44302.67045,Retail Trade
2019,45,453,453000,Miscellaneous Store Retailers,42885.23529,Retail Trade
2019,45,451,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",42700.58182,Retail Trade
2019,72,722,722000,Food Services and Drinking Places,41633.58553,Accommodation and Food Services
2019,44,447,447000,Gasoline Stations,39011.12245,Retail Trade
2020,52,521,521000,Monetary Authorities-Central Bank,97735.37313,Finance and Insurance
2020,21,211,211000,Oil and Gas Extraction,89893.09598,"Mining, Quarrying, and Oil and Gas Extraction"
2020,52,525,525000,"Funds, Trusts, and Other Financial Vehicles",89769.02098,Finance and Insurance
2020,52,523,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",87958.51485,Finance and Insurance
2020,48,486,486000,Pipeline Transportation,86622.01717,Transportation and Warehousing
2020,51,519,519000,Other Information Services,83150.81181,Information
2020,22,221,221000,Utilities,82374.28283,Utilities
2020,32,324,324000,Petroleum and Coal Products Manufacturing,80857.29345,Manufacturing
2020,51,515,515000,Broadcasting (except Internet),79619.88372,Information
2020,49,491,491000,Postal Service (federal government),79056.0181,Transportation and Warehousing
2020,51,518,518000,"Data Processing, Hosting, and Related Services",77934.36567,Information
2020,48,482,482000,Rail Transportation,77550.73955,Transportation and Warehousing
2020,33,334,334000,Computer and Electronic Product Manufacturing,77460.59761,Manufacturing
2020,51,517,517000,Telecommunications,77275.04587,Information
2020,53,533,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),77069.76608,Real Estate and Rental and Leasing
2020,51,511,511000,Publishing Industries (except Internet),76901.6954,Information
2020,48,481,481000,Air Transportation,76124.4086,Transportation and Warehousing
2020,52,524,524000,Insurance Carriers and Related Activities,73519.70711,Finance and Insurance
2020,32,325,325000,Chemical Manufacturing,71847.77996,Manufacturing
2020,52,522,522000,Credit Intermediation and Related Activities,71575.41026,Finance and Insurance
2020,48,483,483000,Water Transportation,71329.00826,Transportation and Warehousing
2020,21,213,213000,Support Activities for Mining,70614.35644,"Mining, Quarrying, and Oil and Gas Extraction"
2020,49,492,492000,Couriers and Messengers,70300.98655,Transportation and Warehousing
2020,55,551,551000,Management of Companies and Enterprises,70153.43716,Management of Companies and Enterprises
2020,33,336,336000,Transportation Equipment Manufacturing,69846.73828,Manufacturing
2020,51,512,512000,Motion Picture and Sound Recording Industries,68505.14196,Information
2020,54,541,541000,"Professional, Scientific, and Technical Services",67335.34068,"Professional, Scientific, and Technical Services"
2020,62,622,622000,Hospitals,66739.56,Health Care and Social Assistance
2020,33,335,335000,"Electrical Equipment, Appliance, and Component Manufacturing",66544.93404,Manufacturing
2020,33,333,333000,Machinery Manufacturing,66361.57282,Manufacturing
2020,32,322,322000,Paper Manufacturing,66095.10929,Manufacturing
2020,21,212,212000,Mining (except Oil and Gas),65737.96196,"Mining, Quarrying, and Oil and Gas Extraction"
2020,99,999,999000,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OEWS Designation)",65560.13599,
2020,62,621,621000,Ambulatory Health Care Services,65177.20497,Health Care and Social Assistance
2020,56,562,562000,Waste Management and Remediation Services,65128.56115,Administrative and Support and Waste Management and Remediation Services
2020,42,425,425000,Wholesale Electronic Markets and Agents and Brokers,64681.95489,Wholesale Trade
2020,33,339,339000,Miscellaneous Manufacturing,64143.17343,Manufacturing
2020,23,237,237000,Heavy and Civil Engineering Construction,62775.27002,Construction
2020,33,331,331000,Primary Metal Manufacturing,62769.37028,Manufacturing
2020,23,236,236000,Construction of Buildings,62724.62626,Construction
2020,31,312,312000,Beverage and Tobacco Product Manufacturing,62459.94382,Manufacturing
2020,48,488,488000,Support Activities for Transportation,62332.95117,Transportation and Warehousing
2020,42,424,424000,"Merchant Wholesalers, Nondurable Goods",61970.25449,Wholesale Trade
2020,31,315,315000,Apparel Manufacturing,61480.31674,Manufacturing
2020,61,611,611000,Educational Services,61399.98033,Educational Services
2020,33,332,332000,Fabricated Metal Product Manufacturing,61252.63581,Manufacturing
2020,42,423,423000,"Merchant Wholesalers, Durable Goods",61066.19493,Wholesale Trade
2020,71,711,711000,"Performing Arts, Spectator Sports, and Related Industries",60905.81395,"Arts, Entertainment, and Recreation"
2020,45,454,454000,Nonstore Retailers,60892.03091,Retail Trade
