LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_NAICS_CODE
UNIVERSITY OF RHODE ISLAND,KINGSTON,RI,611310.0
"WELLNESS & PREVENTION, INC.",FORT WASHINGTON,PA,3254.0
"PAYPAL DATA SERVICES, INC.",AUSTIN,TX,454111.0
DUPSIE'S INC.,SMYRNA,GA,454111.0
SONY PICTURES INTERACTIVE INC.,CULVER CITY,CA,512110.0
"EXPRESS PHARMACY, INC.",LARAMIE,WY,446110.0
"CRAIG-HALLUM CAPITAL GROUP, LLC",MINNEAPOLIS,MN,523110.0
BRAIN CORPORATION,SAN DIEGO,CA,541710.0
BARIEN INVESTMENTS INC.,MIAMI,FL,525930.0
MIKELEN SA,PALM BEACH GARDENS,GA,541600.0
ONLY NATURAL INC.,ISLAND PARK,NY,446191.0
"SOTERA DEFENSE SOLUTIONS, INC.",CROFTON,MD,54113.0
COMMUNITY RESOURCES AND SERVICES FOR CHILDREN,JAMAICA,NY,621112.0
ISHO CORP.,JUNCOS,PR,621512.0
ROSS ENGRAF,HETTINGER,ND,115116.0
"KNB TOOLS OF AMERICA, INC.",PLAIN CITY,OH,3332.0
"PRINTPLACE.COM, LLC",ARLINGTON,TX,541511.0
"MFACTOR, INC.",VENICE,CA,512191.0
"TWIN CITY FAN COMPANIES, LTD.",MINNEAPOLIS,MN,333412.0
"BOOGA VENTURES, INC.",PALO ALTO,CA,523920.0
"U.S. TOA, INC.",LOS ANGELES,CA,722110.0
"JAHIA, INC.",WASHINGTON,DC,541511.0
ALPHA HEALTH CARE OF AMERICA,BEVERLY HILLS,CA,621111.0
"SENIOR SERVICE AMERICA, INC.",SILVER SPRING,MD,6241.0
YORK SCHOOL,MONTEREY,CA,611110.0
GENESISMEDIA LLC,NEW YORK,NY,54180.0
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,611210.0
BELLEVIEW BILTMORE COUNTRY CLUB CORPORATION,BELLEAIR,FL,71391.0
"OUTFORCE, LLC",SANTA CLARA,CA,541219.0
"IMPA OF AMERICA, INC.",ATLANTA,GA,3333.0
"PULSE ELECTRONICS, INC.",SAN DIEGO,CA,33441.0
"3VED, INC.",NORWALK,CA,7221.0
"ANTHEM MARKETING, LLC",CHICAGO,IL,541613.0
"AXIS, INC.",PEORIA,IL,541512.0
ALL AMERICAN SOCCER ACADEMY INC.,BIRMINGHAM,AL,611620.0
CONNVERTEX TECHNOLOGIES INC.,SANDY,UT,541511.0
EMETEORS INC,PARSIPPANY,NJ,541511.0
NEW YORK COLLEGE OF TRADITIONAL CHINESE MEDICINE,MINEOLA,NY,611310.0
"DIGITAL SYSTEMS, INC.",EDISON,NJ,541511.0
"CARSTECH, INC.",SAN JOSE,CA,41131.0
"DOUGLAS COUNTY INDIVIDUAL PRACTICE ASSOCIATION, IN",ROSEBURG,OR,621111.0
CHINA ETERNAL COPIERS TECHNOLOGY USA INC.,RAYNHAM,MA,423690.0
ENTERPRISE RESOURCE PARTNERS LLC,IRVINE,CA,541511.0
"GETTY IMAGES, INC.",SEATTLE,WA,54192.0
"ADMITTANCE TECHNOLOGIES, INC.",AUSTIN,TX,541711.0
CDESFORCE INC.,FREMONT,CA,541511.0
"YI SLA, INC.",CONCORD,NC,448120.0
RA ENTERPRISES LLC,FAIRHOPE,AL,4451.0
"IRAJ PESSIAN & ASSOCIATES, INC",TORRANCE,CA,541211.0
"FOCUSED LABS, INC.",SANTA MONICA,CA,54181.0
SRT IT INCORPORATED,SPRINGFIELD,IL,541511.0
SUNSHINE GREEN ENERGY USA INC.,NORTH BRUNSWICK,NJ,423690.0
STARTEX AMERICA INC,NEW YORK,NY,314999.0
"CSW ENERGY, INC.",COLUMBUS,OH,22112.0
MEDEX GR INC,SANTA FE SPRINGS,CA,561900.0
"4D SECURITY SOLUTIONS, INC.",SOUTH PLAINFIELD,NJ,541512.0
MARCUS AND MILLICHAP CORPORATE SERVICES,PALO ALTO,CA,531390.0
NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY,622110.0
WESTPAC BANKING CORPORATION,NEW YORK,NY,523110.0
"FALLON GROUP, INC.",MINNEAPOLIS,MN,541810.0
"AURORA SYSTEMS CONSULTING, INC.",TORRANCE,CA,541512.0
"B&J-USA, INC.",CLAYTON,NC,423610.0
"HCI STRATEGIES, LLC",NEW YORK,NY,541612.0
"MORRIS MATERIAL HANDLING, INC.",OAK CREEK,WI,333923.0
"VITROROBERTSON, LLC.",SAN DIEGO,CA,541810.0
DEUTSCHE BANK TRUST COMPANY AMERICAS,MIAMI,FL,523110.0
"TESSOLVE SERVICES, INC.",MILPITAS,CA,334413.0
"MEDFOCUS LLC, A DIVISION OF INVENTIV HEALTH",HOUSTON,TX,541710.0
"OAKTREE CAPITAL MANAGEMENT, L.P.",LOS ANGELES,CA,523920.0
CHICAGO BRIDGE & IRON COMPANY (DELAWARE),HOUSTON,TX,541330.0
"ALLOWTECH, INC.",AGOURA HILLS,CA,541512.0
SOCIETE GENERALE,NEW YORK,NY,561110.0
"J-BLATT, INC.",NEW YORK,NY,561490.0
"NYSE TECHNOLOGIES, INC.",NEW YORK,NY,5415.0
STANDARD LIFE INVESTMENTS (USA) LIMITED,BOSTON,MA,523110.0
"GUIDING STAR CHILD DEVELOPMENT CENTER, INC.",BETHESDA,MD,624410.0
"DOF SUBSEA USA, INC.",HOUSTON,TX,541360.0
"TENNECO, INC.",MONROE,MI,336340.0
"RUTTER DESIGN, LLC",CHICAGO,IL,541430.0
"DPT LABORATORIES, LTD.",SAN ANTONIO,TX,325412.0
"ALLIANZ GLOBAL INVESTORS OF AMERICA, L.P.",NEW YORK,NY,523920.0
VENTEQ INC,BEDFORD,NH,541511.0
"VERTEX SOLUTIONS, INC.",EAST BRUNSWICK,NJ,541511.0
GALERIA STUDIO 24,SAN FRANCISCO,CA,81399.0
ISH PRECISION MACHINE CORP.,BROOKLYN,NY,332710.0
KETCHUM INC.,NEW YORK,NY,541820.0
"MICRONESIAN APPRAISAL ASSOCIATES, INC.",SAIPAN,MP,531320.0
HOSPITAL MEDICINE GROUP,BATON ROUGE,LA,622110.0
"PHARM-OLAM INTERNATIONAL, LTD.",HOUSTON,TX,541710.0
MIDDLE TENNEESEE ELECTRIC MEMBERSHIP CORPORATION,MURFREESBORO,TN,221122.0
IMPERIO,NEW YORK,NY,541500.0
MARS INFORMATION SERVICES INC,MOUNT OLIVE,NJ,541513.0
"QUALCOMM INNOVATION CENTER, INC.",SAN DIEGO,CA,334220.0
"AVID TECHNOLOGY, INC.",BURLINGTON,MA,334310.0
BOOZ ALLEN HAMILTON INC.,HERNDON,VA,5416.0
"KIDS DENTALAND, PA",MCALLEN,TX,621210.0
ANMAR INTERNATIONAL LTD.,BRIDGEPORT,CT,425120.0
SUTHERLAND ASBILL & BRENNAN LLP,WASHINGTON,DC,541110.0
EAGLE HYDROCARBONS LLC,HOUSTON,TX,211111.0
"SHAW ENVIRONMENTAL, INC.",BATON ROUGE,LA,541330.0
"CHEMETALL US, INC.",NEW PROVIDENCE,NJ,325199.0
"MDRHYTHM, LLC",PRINCETON,NJ,541512.0
ASHLAND INC.,DUBLIN,OH,325998.0
ANTENNA SOFTWARE INC.,JERSEY CITY,NJ,541519.0
"QIAGEN SCIENCES, LLC",GERMANTOWN,MD,541700.0
"ICF INCORPORATED, LLC",FAIRFAX,VA,54162.0
"BUCHER AND CHRISTIAN CONSULTING, INC.",INDIANAPOLIS,IN,541511.0
"SPX HEAT TRANSFER, INC.",TULSA,OK,332410.0
"STILL & MOVING CENTER, LTD.",HONOLULU,HI,611610.0
"GEI FINANCIAL SERVICES, INC.",CHICAGO,IL,523930.0
"DRUGSTORE.COM, INC.",BELLEVUE,WA,446110.0
"DELCATH SYSTEMS, INC.",NEW YORK,NY,339112.0
SCIOINSPIRE CORPORATION,FARMINGTON,CT,541511.0
"XTIVIA, INC.",COLORADO SPRINGS,CO,541511.0
"WAY OUT GEORGIA, INC.",AVONDALE ESTATES,GA,8134.0
"YAMASHO, INC.",ELK GROVE VILLAGE,IL,424420.0
MODERN DENTAL PROFESSIONALS LEE INC.,IRVINE,CA,621210.0
SISTEMA UNIVERSITARIO ANA G. MENDEZ,SAN JUAN,PR,611310.0
WILLIAM PATERSON UNIVERSITY,WAYNE,NJ,611310.0
TELETECH,ENGLEWOOD,CO,541613.0
"FIDELITY SERVICE COMPANY, INC.",MERRIMACK,NH,523999.0
"TERVELA, INC.",ACTON,MA,541710.0
"FREEDOMROADS, LLC",LINCOLNSHIRE,IL,532120.0
THE CITY OF FORT WORTH,FORT WORTH,TX,92212.0
INVESTMENT PROPERTY DATABANK LTD,CHICAGO,IL,531390.0
THE RAINBOW SCHOOL INC,ISSAQUAH,WA,6111.0
CAREFIRST OF MARYLAND INC.,OWINGS MILLS,MD,541511.0
WYCKOFF & ASSOCIATES P.C.,COLORADO SPRINGS,CO,541211.0
"H.I.S. SAIPAN, INC.",SAIPAN,MP,561510.0
"MODEC INTERNATIONAL, INC.",HOUSTON,TX,541330.0
ALADIZ LLC,SAN JOSE,CA,541511.0
"ADVANTAGE ENGINEERING ASSOCIATES, P.C.",CRANBURY,NJ,541990.0
VITRO PACKAGING LLC,PLANO,TX,32721.0
"NOVEN PHARMACEUTICALS, INC.",MIAMI,FL,32541.0
"DAVID PERI FAMILY FARMS, LLC",YERINGTON,NV,111219.0
PROVATION MEDICAL INC.,MINNEAPOLIS,MN,511210.0
BANCO SANTANDER INTERNATIONAL,MIAMI,FL,522110.0
JOHNSON CONTROLS INC,MILWAUKEE,WI,333415.0
"LIFELOCK, INC.",TEMPE,AZ,522320.0
"UNIQUE AND DISTINCTIVE HOMES INTERNATIONAL, INC.",SAN ANTONIO,TX,531390.0
"METHOD, INC.",SAN FRANCISCO,CA,54181.0
"SIEGFRIED (USA), INC.",PENNSVILLE,NJ,325412.0
"TIDALTV, INC.",BALTIMORE,MD,5418.0
"RMT, INC.",MADISON,WI,541330.0
"ROUTE ONE INVESTMENT COMPANY, L.P.",SAN FRANCISCO,CA,523920.0
LOROM AMERICA INCORPORATED,CARY,NC,541330.0
FUJI ELECTRIC CORP. OF AMERICA,FREMONT,CA,423610.0
"HAYAT A ALI, D.D.S. INC.",PARMA HEIGHTS,OH,621210.0
"ELECTRONICS ARTS, INC.",REDWOOD CITY,CA,541511.0
"RUANE, CUNNIFF & GOLDFARB, INC.",NEW YORK,NY,5239.0
FIBRWRAP CONSTRUCTION SERVICES INC,ONTARIO,CA,237120.0
"NOVUS INTERNATIONAL, INC.",ST. CHARLES,MO,541710.0
"URS ENERGY&CONSTRUCTION, INC.",BOISE,ID,541330.0
"INTELIOPS, INC.",LAKE FOREST,CA,54151.0
"E5 SOLUTIONS GROUP, LLC",BLUE BELL,PA,5416.0
"APT ENERGY RESOURCES, INC.",AUSTIN,TX,523920.0
"DANIEL J. EDELMAN, INC.",SEATTLE,WA,54182.0
"FEDERAL NEWS SERVICE, LLC",WASHINGTON,DC,511110.0
SSC GOLDSBORO OPERATING COMPANY LLC,ATLANTA,GA,623110.0
"PALO ALTO INSTITUTE FOR RESEARCH AND EDUCATION, IN",PALO ALTO,CA,541710.0
"NETJETS SERVICES, INC.",COLUMBUS,OH,481211.0
PROFILE EXTRUSION COMPANY,PHOENIX,AZ,331312.0
"CAMPUS CRUSADE FOR CHRIST, INC.",ORLANDO,FL,813110.0
GREATER AUSTIN MERCHANT'S COOPERATIVE ASSOCIATION,AUSTIN,TX,813910.0
ABRAHAM NATURAL FOODS CORP,LONG ISLAND CITY,NY,424490.0
MERCY HEALTH CENTER INC,OKLAHOMA CITY,OK,622110.0
TW CRYOGENICS LLC,THEODORE,AL,332420.0
"INTERCONTINENTALEXCHANGE, INC.",ATLANTA,GA,523999.0
"PHYSICIAN AFFILIATE GROUP OF NY, PC",NEW YORK,NY,622110.0
"T. ROWE PRICE ASSOCIATES, INC.",BALTIMORE,MD,5239.0
"MEDIABAND CAPITAL, INC.",NEW YORK,NY,541830.0
"MICROTONE AUDIOLOGY, INC.",NAPA,CA,621340.0
"CHUN-YEH WANG, M.D., PH.D., A PROFESSIONAL CORPORA",SAN GABRIEL,CA,621410.0
SANEI AMERICA CORPORATION,LOS ANGELES,CA,424210.0
"PALM, INC.",SUNNYVALE,CA,334111.0
"COUNTERPART INTERNATIONAL, INC.",ARLINGTON,VA,81331.0
WISCONSIN CAREER ACADEMY,MILWAUKEE,WI,611110.0
E.S. FINANCIAL SERVICES,MIAMI,FL,522110.0
BIOHEALTH COLLEGE INC.,SAN JOSE,CA,611430.0
GRAFIK INDUSTRIES LTD.,GAITERSBURG,MD,541430.0
ACTIUM LLC,MIAMI,FL,425120.0
"GIRLING KELLY DESIGN GROUP, LLC",SEATTLE,WA,541490.0
FI-TEK LLC,EDISON,NJ,541511.0
"BERMAN FINK VAN HORN, PC",ATLANTA,GA,541110.0
"CANAL FAMILY AND INDUSTRIAL MEDICINE, P.A.",HOUSTON,TX,621111.0
"PRINTABLE TECHNOLOGIES, INC.",SOLANA BEACH,CA,541500.0
"UNIVERSAL HEALTH GROUP, INC.",WEST BLOOMFIELD,MI,621498.0
"TKR TECHNOLOGIES, INC.",DAPHNE,AL,5179.0
SYNNEX CORPORATION,FREMONT,CA,3341.0
"CRM (USA), INC.",GALESBURG,IL,423860.0
"ENN GROUP NORTH AMERICA, INC.",EAST WINDSOR,CT,334413.0
TEAM DETROIT INC.,DEARBORN,MI,541800.0
TERADEK LLC,IRVINE,CA,334310.0
PHOENIX HOME HEALTH NURSING SERVICES INC.,PHOENIX,AZ,621610.0
"MOSS MOTORS, LTD.",GOLETA,CA,336399.0
PREPAY NATION LLC,BERWYN,PA,517310.0
ESPRIT CONSULTING SOLUTIONS USA INC.,EAST WINDSOR,NJ,541611.0
HORIZON SCIENCE ACADEMY-CINCINNATI,CINCINNATI,OH,611110.0
TAMAKI RICE CORPORATION,WILLIAMS,CA,311212.0
"FLEX AMERICA, INC.",HOUSTON,TX,32221.0
SOUND PHYSICIANS,TACOMA,WA,6221.0
THINKGRID LLC,MERCER ISLAND,WA,5415.0
"SURFMYADS.COM, INC.",SANTA MONICA,CA,454111.0
"AMARIUM DESIGNS, INC.",MIAMI,FL,238290.0
"BRINTONS US AXMINSTER, INC.",KENNESAW,GA,314110.0
"SUSMAN TISDALE GAYLE ARCHITECTS, INC.",AUSTIN,TX,541310.0
NXIVM CORPORATION,ALBANY,NY,541930.0
"SPORT SQUAD, LLC.",ROCKVILLE,MD,42391.0
"EASTERN MILLWORK, INC.",JERSEY CITY,NJ,337212.0
"ATX GROUP, INC.",IRVING,TX,517410.0
THE ELYSABETH KLEINHANS THEATRICAL FOUNDATION INC.,NEW YORK,NY,551112.0
"F&I ADMINISTRATION SOLUTIONS, LLC.",LOMBARD,IL,541511.0
EATON CORPORATION,CLEVELAND,TN,333600.0
WMS GAMING INC.,WAUKEGAN,IL,339999.0
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,HOUSTON,TX,611110.0
"SEEBURGER, INC.",ATLANTA,GA,541511.0
"ORLANDO SPORTS HOLDINGS, LLC",WINTER PARK,FL,711211.0
"TIER TECHNOLOGIES, INC.",RESTON,VA,541519.0
"MED EXPRESS DRUG SYSTEMS,INC.",PERRIS,CA,446110.0
"NETPRO LOGIC, INC.",BENSENVILLE,IL,541511.0
TRIMBLE NAVIGATION LIMITED,SUNNYVALE,CA,334220.0
"SCHOOLOGY, INC.",NEW YORK,NY,541511.0
PEOPLESERVE INC,CHESTNUT HILL,MA,541511.0
"ALTIGEN COMMUNICATIONS, INC.",SAN JOSE,CA,3342.0
ARDAMAN & ASSOCIATES INC.,ORLANDO,FL,541330.0
GYANSYS INC.,INDIANAPOLIS,IN,541510.0
MRS. GREEN'S OF STAMFORD INC.,STAMFORD,CT,445110.0
FRAVAHAR LLC,MISSOURI CITY,TX,624410.0
BOR USGA OBO GEORGIA HEALTH SCIENCE UNIVERSITY,AUGUSTA,GA,611310.0
CPG SOLUTIONS LLC,BOCA RATON,FL,541511.0
AJEL TECHNOLOGIES INC,EDISON,NJ,541511.0
"ICSN, INC.",CORONA,CA,423830.0
VOA ASSOCIATES INCORPORATED,CHICAGO,IL,541310.0
KLA BRICKELL LLC,MIAMI,FL,611110.0
COLANGELO AND PARTNERS PUBLIC RELATIONS LLC,NEW YORK,NY,541820.0
"NEOS, INC.",PLEASANTON,CA,541360.0
"BALAJI HOME HEALTH CARE,INC",SOUTHFIELD,MI,623110.0
NORTH DAKOTA DEPARTMENT OF HUMAN SERVICES,BISMARCK,ND,923130.0
"UBIKA SOLUTIONS, INC.",HANDERSON,NV,541519.0
"LEDGES CHIROPRACTIC CENTER, PLLC",GRAND LEDGE,MI,621310.0
JACK ENGLE & CO.,LOS ANGELES,CA,5093.0
"PRIMESOFT, INC.",PISCATAWAY,NJ,541519.0
"TECHNI WATERJET, LLC",LENEXA,KS,333911.0
GERRARD BERMAN DAY SCHOOL SOLOMON SCHECHTER OF NOR,OAKLAND,NJ,611110.0
"STTG, INC.",WASHINGTON,DC,541690.0
APPIRIO INC.,SAN MATEO,CA,541512.0
"CONSTELLATION CAPITAL MANAGEMENT, LLC",NEW YORK,NY,523930.0
"ACCUWEATHER, INC.",STATE COLLEGE,PA,541710.0
"NIMBLE STORAGE, INC.",SAN JOSE,CA,334112.0
DROISYS INC.,LAKE ALFRED,FL,541511.0
"HUBWOO USA, L.P.",HOUSTON,TX,541614.0
TROUTMAN SANDERS LLP,ATLANTA,GA,541110.0
COVENANT INDUSTRIES,CORONA,CA,561330.0
"COMSOFT TECHNOLOGIES, LLC",MAITLAND,FL,54151.0
"TRADESCAPE, INC.",SAN MATEO,CA,511210.0
PEBBLE CREEK FAMILY DENTISTRY,TAMPA,FL,621210.0
ALL CARE PHYSICAL THERAPY AND REHABILITATION INC,CENTERLINE,MI,621340.0
"FUSEGLOBAL PARTNERS, INC.",SAN FRANCISCO,CA,5415.0
"TRISTATE VETERINARY ASSOCIATES, PLLC",RONSON,WV,54194.0
"TRACKABOUT, INC.",MOON TOWNSHIP,PA,51791.0
SH SEO INC,LOS ANGELES,CA,5412.0
"BPO SYSTEMS, INC.",WALNUT CREEK,CA,541511.0
"COMPRO CONSULTING GROUP, INC.",COCOA BEACH,FL,541511.0
"DESE ENTERPRISE, INC.",CITY OF INDUSTRY,CA,448120.0
"WESTERN NEW YORK UROLOGY ASSOCIATES, LLC",CHEEKTOWAGA,NY,621111.0
HOGG ROBINSON GROUP PLC,WASHINGTON,DC,561599.0
ALBERT EINSTEIN MEDICAL CENTER,PHILADELPHIA,PA,62211.0
SPLENDTEK INC,BALTIMORE,MD,54151.0
P&L CONSULTING GROUP INC,NEW YORK,NY,541511.0
"THE MILL GROUP, INC.",NEW YORK,NY,5121.0
"STREAMINGEDGE, INC.",NEW YORK,NY,541519.0
PATRICK HENRY BOYS & GIRLS HOME,BROOKNEAL,VA,624110.0
"COSMETIC ESSENCE, LLC",HOLMDEL,NJ,325620.0
"INFINITE HERBS, LLC",MIAMI,FL,115112.0
MISI COMPANY LTD.,BALA CYNWYD,PA,541511.0
SONORAN SCIENCE ACADEMY-BROADWAY,TUCSON,AZ,611110.0
LOGA DEVELOPMENT LLC,BATON ROUGE,LA,541512.0
SERVERON CORPORATION,HILLSBORO,OR,2211.0
LIMITED SERVICE CORPORATION,COLUMBUS,OH,448190.0
EI ELECTRONICS LLC,WESTBURY,NY,3345.0
SHIATSU MASSAGE SCHOOL OF CALIFORNIA,SANTA MONICA,CA,611110.0
"DE NOVO LEGAL ELECTRONIC DISCOVERY, LLC",NEW YORK,NY,518210.0
"UNION PLAZA NURSING HOME, INC.",FLUSHING,NY,623110.0
"GALAXY SYSTEMS, INC.",WASHINGTON,DC,511120.0
D4C PRODUCT DEVELOPMENT INC.,SAN DIEGO,CA,541330.0
WOODS HOLE OCEANOGRAPHIC INSTITUTION,WOODS HOLE,MA,54171.0
SHOEDAZZLECOM INC,SANTA MONICA,CA,448210.0
COMPASS GROUP USA INC.,CHARLOTTE,NC,722310.0
CONCENTRIX CORPORATION,FREMONT,CA,3341.0
"DOCMATION, LLC",ATLANTA,GA,541511.0
"GLOBAL TECHNICAL SOFTWARE SERVICES, INC.",HAMILTON,NJ,541511.0
"LOS ANGELES JEWELRY PRODUCTION, INC.",LOS ANGELES,CA,42394.0
"LOGOS LOGISTICS, INC.",CERRITOS,CA,488510.0
"CNH PREMIER RENTAL CO., LTD.",MENLO PARK,CA,53211.0
"NAVITAS BUSINESS CONSULTING, INC.",ASHBURN,VA,54151.0
"INDECOMM HOLDINGS, INC.",SCOTTSDALE,AZ,541511.0
"FAURECIA EMISSIONS CONTROL TECHNOLOGIES, USA, LLC",COLUMBUS,IN,336399.0
SKELLIG AUTOMATION US LLC,DANVILLE,PA,541512.0
SAPID INC.,IRVING,TX,541511.0
INNOVATIVE PAIN MANAGEMENT,KEANSBURG,NJ,621340.0
BRIDGE WORLDWIDE LLC,CINCINNATI,OH,541810.0
WEST COAST CLINICAL TRIALS LLC,CYPRESS,CA,541700.0
CENTEXT LEGAL SERVICES LLC,TUSTIN,CA,561492.0
"NGM BIOPHARMACEUTICALS, INC.",SOUTH SAN FRANCISCO,CA,5417.0
BTU INDUSTRIES HOLDINGS (USA) INC.,WALTHAM,MA,324191.0
SWARTHMORE COLLEGE,SWARTHMORE,PA,611310.0
ZUBI ADVERTISING,CORAL GABLES,FL,541810.0
"VERANI REALTY, INC.",LONDONDERRY,NH,531210.0
KEY LIGHTING INC.,NEW YORK,NY,512199.0
UINTAH SCHOOL DISTRICT,VERNAL,UT,611110.0
"LANGUAGE SKILLS, INC.",BOSTON,MA,61163.0
"CSR INFOTECH, INC.",NASHVILLE,TN,541511.0
EZETOP LIMITED,MIAMI,FL,517910.0
"HORTONWORKS, INC.",SUNNYVALE,CA,511210.0
BURLINGTON COAT FACTORY WAREHOUSE CORP,BURLINGTON,NJ,448140.0
"UNIFIED CARE SERVICES, LLC",TORRANCE,CA,541611.0
LAW OFFICES OF M E CAVANAUGH,MOUNTAIN VIEW,CA,54111.0
"GRAVES MOTORSPORTS, INC.",VAN NUYS,CA,33361.0
ANALYTICS 8,CHICAGO,IL,541512.0
"GENSECURE, INC.",PISCATAWAY,NJ,541511.0
"METROPOLITAN LEARNING INSTITUTE, INC.",REGO PARK,NY,611410.0
"MANSAI, INC",PEARLAND,TX,541511.0
"HEALTHCARE MANAGEMENT SYSTEMS, INC.",NASHVILLE,TN,541511.0
"HEALTHCARE ACCESS SOLUTIONS, LLC",MIAMI BEACH,FL,621111.0
IRISH INNOVATION CENTER,SAN JOSE,CA,54161.0
"PPD DEVELOPMENT, LP",MIDDLETON,WI,541710.0
METRICS MARKETING GROUP,WESTLAKE,OH,541910.0
"MEDIABANK, LLC",CHICAGO,IL,511210.0
RADISS TECH SERVICES INC.,ROLLING MEADOWS,IL,541511.0
FRACTAL ANALYTICS INC,SAN MATEO,CA,541519.0
BIG MAMAS CHILDREN CENTER,WASHINGTON,DC,611110.0
BNB W SQUARE INC.,LOS ANGELES,CA,4243.0
"DIXIE IRON WORKS, LTD",ALICE,TX,333132.0
"BACKBEAT MEDICAL, INC.",NEW HOPE,PA,334510.0
"NANIGANS, INC.",BOSTON,MA,541613.0
ROOSEVELT SCHOOL DISTRICT #66,PHOENIX,AZ,611110.0
COMPUTER POWER GROUP INC.,BROOKFIELD,WI,541519.0
"JOONGANG MEDIA NETWORK USA, INC",LOS ANGELES,CA,511110.0
CORE TECHS PERSONNEL LLC,REDWOOD CITY,CA,561320.0
AFFIRMA CONSULTING LLC,BELLEVUE,WA,541511.0
VISION SECURITY SOLUTIONS,WASHINGTON,DC,56162.0
"NAN YA PLASTICS CORPORATION, AMERICA",BATCHELOR,LA,32511.0
FASTENAL COMPANY,WINONA,MN,332510.0
"INNOVATIVE NETWORK SOLUTIONS, INC.",DULLES,VA,541512.0
"UNITED SHEETMETAL, INC.",FREMONT,CA,332116.0
TANVISOFT INC,CHANTILLY,VA,541511.0
FIRST CONSULTING GROUP,ISELIN,NJ,541511.0
"M&G PARTNERS, LLP.",MILWAUKEE,WI,339932.0
"BANKRATE, INC.",NORTH PALM BEACH,FL,519130.0
"FUGRO CONSULTANTS, INC.",VENTURA,CA,541330.0
"SHIVAM INFOTECH, INC",KENDALL PARK,NJ,541511.0
"INTERCOS AMERICA, INC.",CONGERS,NY,3251.0
"PARBEL OF FLORIDA, INC.",MIAMI,FL,446120.0
"CORPORATE TECHNOLOGIES, INC.",BURLINGTON,MA,541512.0
"QS INFORMATION SERVICES, INC.",NEWBURYPORT,MA,541511.0
"ACADEMIC INTERNAL MEDICINE SPECIALISTS, PLLC",SOUTHFIELD,MI,621111.0
"PFS REALTY, LLC",WESTON,FL,531210.0
ALERT LOGIC INC.,HOUSTON,TX,541511.0
"HELIOS AND MATHESON INFORMATION TECHNOLOGY, INC",NEW YORK,NY,541511.0
BRC IMAGINATION ARTS,BURBANK,CA,541420.0
"PLUTO CONSULTING SERVICES, LLC.",PARSIPPANY,NJ,541511.0
SEASPACE CORPORATION,POWAY,CA,541519.0
"APOGEE MEDICAL GROUP,ARKANSAS, PA",PHOENIX,AZ,621111.0
WAYNE COUNTY PUBLIC SCHOOLS,GOLDSBORO,NC,611110.0
"SOFTWARE SYSTEMS AND SOLUTIONS, INC.",HOFFMAN ESTATES,IL,541511.0
"LOVE & DOG, INC.",LOS ANGELES,CA,541940.0
"U.S. REHABILITATION SERVICES, INC.",LUDINGTON,MI,621340.0
"APPRAISAL SYSTEMS, INC.",WHIPPANY,NJ,561790.0
"UNITED MEDICAL LABORATORIES, INC.",MCLEAN,VA,621511.0
"MOO GUNG INTERNATIONAL, INC.",LOS ANGELES,CA,42448.0
"OASIS BRANDS, INC.",WINCHESTER,VA,322121.0
"ECOMICRON, INC.",SANTA CLARA,CA,541519.0
"ORGANIK KIMYA U.S., INC.",BURLINGTON,MA,325510.0
GATEWAY SCIENCE ACADEMY OF SAINT LOUIS,SAINT LOUIS,MO,611110.0
"AMERICAN EAGLE OUTFITTERS, INC.",NEW YORK,NY,448110.0
SANOFI PASTEUR INC.,SWIFTWATER,PA,325414.0
TATA INTERACTIVE SYSTEMS,EDISON,NJ,541512.0
PARK UNIVERSITY,PARKVILLE,MO,611310.0
FULCRUM LOGIC INC,SHORT HILLS,NJ,541512.0
"STARRY ASSOCIATES, INC.",ANNAPOLIS,MD,541512.0
LAW OFFICE OF KATHLEEN HIGGINS,BROOKLYN,NY,541110.0
"BESANG, INC.",BEAVERTON,OR,334413.0
"GATE6, INC.",PHOENIX,AZ,511210.0
CAREFX CORPORATION,MELBOURNE,FL,541511.0
PALS GROUP INC.,MIAMI,FL,42441.0
"EDGEWATER TECHNOLOGY-RANZAL, INC.",WHITE PLAINS,NY,541519.0
AMERICAN TOWER CORPORATION,BOSTON,MA,517212.0
"COMPUSHARP, INC",SANTA CLARA,CA,541511.0
"JODAN TEMPCHIN & ASSOCIATES, PC",SILVER SPRING,MD,541211.0
MICHIGAN COMMUNITY RESOURCES,DETROIT,MI,541110.0
"D2HAWKEYE, INC. (A SUBSIDIARY OF VERISK HEALTH, IN",WALTHAM,MA,541519.0
RAM ASSOCIATES,HAMILTON,NJ,541211.0
ZEBRA TECHNOLOGIES CORPORATION,LINCOLNSHIRE,IL,541511.0
EGEN SOLUTIONS INC.,NAPERVILLE,IL,5416.0
UNIVERSITY OF HARTFORD,WEST HARTFORD,CT,611310.0
EUCLID INNOVATIONS INC.,CHARLOTTE,NC,541511.0
FURSYS USA INC.,FORT LEE,NJ,337000.0
