LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_NAICS_CODE
BAUDUCCO FOODS INC.,DORAL,FL,424490.0
ZENITH SOFTWARE INC,NASHUA,NH,541519.0
"P&S CONSTRUCTION, INC.",NORTH CHELMSFORD,MA,236220.0
"ADITAZZ, INC.",SAN BRUNO,CA,541310.0
PULSIC INC.,SAN JOSE,CA,511210.0
"INGENIX PHARMACEUTICAL SERVICES, INC. (D/B/A I3)",PRINCETON,NJ,541710.0
AMCO INTERNATIONAL LLC,MIAMI,FL,423620.0
"WALLER MARINE, INC.",HOUSTON,TX,541330.0
"SV  TECHNOLOGIES,  LLC",INDIANAPOLIS,IN,541510.0
A & D GEM CORP.,NEW YORK,NY,423940.0
ECAP & SOL INC.,MT. PROSPECT,IL,541511.0
TROPICAL SPICE INC.,LOS ANGELES,CA,315239.0
DIRECT FLOWERS INC.,MIAMI,FL,424930.0
PAULSTRA CRC CORPORATION,GRAND RAPIDS,MI,541330.0
HARRIS CORPORATION,FALLS CHURCH,VA,334200.0
UNITEDLEOS INC.,IRVING,TX,541511.0
"SRICOM, INC.",VOORHEES,NJ,541511.0
COX DIGITAL SOLUTIONS LLC,SOUTH SAN FRANCISCO,CA,541890.0
BALMORAL HOME INC.,CHICAGO,IL,621399.0
CUMMING CONSTRUCTION MANAGEMENT INC.,MURRIETA,CA,5419.0
"SOFTSMILE SYSTEMS INC.,",EAST BRUNSWICK,NJ,541511.0
HARMONY PUBLIC SCHOOLS,HOUSTON,TX,611110.0
LULLA INTERNATIONAL INC.,NEW YORK,NY,424330.0
QUANTROS INC,MILPITAS,CA,541511.0
"J & S PACKAGING, INC.",SAN DIEGO,CA,326150.0
"SUPER BELL JEWELRY, INC.",LOS ANGELES,CA,423940.0
"MENART, INC",FT. LAUDERDALE,FL,339950.0
INFINIX CORPORATION,PRINCETON,NJ,541511.0
"BERMARY, INC",MIAMI,FL,541219.0
RUSH MEDICAL FOUNDATION INC.,MERIDIAN,MS,621111.0
"GENERAL VISION SERVICES, LLC",NEW YORK,NY,423460.0
JBA INTERNATIONAL LLC,PASADENA,CA,541511.0
"UNIGROUP, INC.",FENTON,MO,561614.0
"PALAMA HOLDINGS, LLC",KAPOLEI,HI,424470.0
"CORERO NETWORK SECURITY, INC.",HUDSON,MA,5415.0
RMC WATER AND ENVIROMENT,WALNUT CREEK,CA,541620.0
DEPARTMENT OF CITY PLANNING,NEW YORK,NY,541320.0
"NGB STAFFING SERVICES, INC.",BROOKLYN,NY,446110.0
HS AUTOMOTIVE ALABAMA INC,ENTERPRISE,AL,336399.0
THE WORLD OF CHRISTIAN LIFE ACADEMY,BALTIMORE,MD,624410.0
"KAPLAN, INC.",NEW YORK,NY,611691.0
A.F.PAREDES AND  CO. CPA'S LLP,PISCATAWAY,NJ,541211.0
"NARAYAN REHABILITATION, INC.",BAD AXE,MI,621498.0
"OBERLIN ANIMAL HOSPITAL, INC.",RALEIGH,NC,541940.0
CHESAPEAKE LIGHTHOUSE FOUNDATION INC.,HANOVER,MD,923110.0
"IT TRANSFORMERS, INC,",INDIANAPOLIS,IN,541511.0
HQ REALTY PHILIPPINES INC.,MIAMI,FL,5313.0
GRANGE MUTUAL CASUALTY CO.,COLUMBUS,OH,524126.0
BRIDGEPORT DENTIST LLC,BRIDGEPORT,CT,621210.0
ALPANA GOSWAMI MPDA,ROCKVILLE,MD,621110.0
BALTI INTERNATIONAL INC.,OWINGS MILLS,MD,54151.0
SAN LUIS VALLEY REGIONAL MEDICAL CENTER,ALAMOSA,CO,622110.0
"TOTAL VALIDATION SERVICES, INC.",SAN RAMON,CA,541511.0
"OCR SERVICES, INC.",ROCKVILLE,MD,541519.0
KAKATIYA INFO TECH INC,PALATINE,IL,541511.0
INTERACTIVE DATA CORPORATION,BEDFORD,MA,518210.0
"UNITED FEDERATION OF BLACK COMM. ORG., INC.",NEW YORK,NY,624410.0
MICHIGAN EDUCATIONAL PERSONNEL SERVICES,BRIGHTON,MI,541110.0
THE NEW YORK AND PRESBYTERIAN HOSPITAL,NY,NY,622110.0
"ADVANCED OUTDOOR CONCEPTS, INC.",DEERFIELD BEACH,FL,421990.0
"REGIONAL ONE, INC.",MIAMI,FL,45439.0
"FRONTLINE DIRECT, INC.",SAN DIEGO,CA,519130.0
"TURBOSQUID, INC.",NEW ORLEANS,LA,511210.0
UNIGEN CORPORATION,FREMONT,CA,334418.0
THINK FINANCE,FORTH WORTH,TX,52291.0
FORMS + SURFACES,PITTSBURGH,PA,332323.0
"BABYVISION INC.,",POUGHKEEPSIE,NY,541519.0
SAMARAH INVESTMENTS LLC,WESTMINSTER,CO,721110.0
"ECOLOGIC ANALYSTICS, LLC",BLOOMINGTON,MN,541511.0
DELAWARE STATE UNIVERSITY,DOVER,DE,6113.0
DEVON ARCHITECTS,GREAT NECK,NY,541310.0
"CPK TECHNOLOGIES, INC.",PENNSAUKEN,NJ,332721.0
"KBR TECHNOLOGIES, INC.",GERMANTOWN,MD,541512.0
"K SCIENCES, LLP, GP",SAN ANTONIO,TX,54171.0
"OCEANIKA YACHTS, INC.",MIAMI,FL,441222.0
"CARDWORKS SERVICING, LLC",WOODBURY,NY,522210.0
COUNTY OF GWINNETT HEALTH DEPARTMENT,LAWRENCEVILLE,GA,923120.0
"TENKSOLAR, INC.",BLOOMINGTON,MN,334413.0
"FIDELITY NATIONAL MANAGEMENT SERVICES, LLC",JACKSONVILLE,FL,551114.0
NATH COMPANIES,BLOOMINGTON,MN,72111.0
FREIGHTQUOTE.COM,LENEXA,KS,488510.0
HUEY CHIAO INTERNATIONAL INC,DALLAS,TX,443112.0
"MPHASIS INFRASTRUCTURE SERVIES, INC",SANTA CLARA,CA,541511.0
"MORGAN STANLEY MANAGEMENT SERVICES II, INC.",NEW YORK,NY,523110.0
LEADING EDGE COMMUNICATIONS INC.,SAN MARCOS,CA,541519.0
MEDICAL FOUNDATION INC.,MERIDIAN,MS,621111.0
INTERACTIVE DATA CORPORATION,HAYWARD,CA,523999.0
INVERSIONES KALUCA LLC,AVENTURA,FL,424120.0
"BRIGHTSTAR US, INC.",LIBERTYVILLE,IL,517212.0
"ST. MARK'S PHYSICAL THERAPY, PC",NEW YORK,NY,621610.0
TEAM DETROIT INC.,DEARBORN,MI,541810.0
"THERAPY 1ST, LLC",LIVONIA,MI,62149.0
"TIVO, INC.",ALVISO,CA,541511.0
"UAT RESOURCES, LLC",ENGLEWOOD,CO,5239.0
SALTZMAN TANIS PITTELL JACOBSON PA,LAUDERDALE LAKES,FL,6211.0
GETGO TRANSPORTATION L.L.C.,MILLBURY,OH,4885.0
UNIVERSITY OF DELAWARE,NEWARK,DE,62134.0
"TRIAD ADULT & PEDIATRIC MEDICINE, INC.",GREENSBORO,NC,621111.0
AR KALMUS CORP,BOTHELL,WA,423610.0
CONCORDIA UNIVERSITY,PORTLAND,OR,611310.0
"C.E SHEPARD CO., L.P.",HOUSTON,TX,54133.0
"LEVINE & ASSOCIATES, INC.",WASHINGTON,DC,541613.0
CAPTIONMAX INC.,BURBANK,CA,515120.0
"U.S. GEOLOGICAL SURVEY, SOUTHWEST BIOLOGICAL SCIEN",FLAGSTAFF,AZ,541712.0
"CHIROPRACTIC HEALTH DIAGNOSTIC SERVICES, P.C.",PENFIELD,NY,621111.0
LEO A DALY,PHOENIX,AZ,541310.0
CIPRIANI USA INC. AND SUBSIDIARIES,NEW YORK,NY,551112.0
"THINK VENTURE GROUP,",OKLAHOMA CITY,OK,5416.0
ZUNI PUBLIC SCHOOL DISTRICT #89,ZUNI,NM,611110.0
HANSON BRIDGETT LLP,SAN FRANCISCO,CA,5411.0
DIRECTORS COMMERCIAL CORPORATION,WESTLAKE,OH,541618.0
CHILDFUND ALLIANCE,RICHMOND,VA,624110.0
"ANDERSON ECONOMIC GROUP, LLC",EAST LANSING,MI,541690.0
"RODEO CREEK GOLD, INC.",WINNEMUCCA,NV,212221.0
HILL AND KNOWLTON STRATEGIES LLC,NEW YORK,NY,541820.0
"DRAMA LEAGUE OF NEW YORK, INC.",NEW YORK,NY,711110.0
BITTERED SLING LLC,NEW YORK,NY,722110.0
MERITCARE MEDICAL GROUP,FARGO,ND,622110.0
"JANE STREET HOLDING, LLC",NEW YORK,NY,523110.0
GROUPM WORLDWIDE INC - MEDIACOM WORLDWIDE INC,NEW YORK,NY,541810.0
"SERENGETI ASSET MANAGEMENT, LP",NEW YORK,NY,523110.0
"PORSCHE BUSINESS SERVICES, INC.",LISLE,IL,551114.0
"VIDDER, INC.",SAN JOSE,CA,511210.0
TRANSCONTAINER (USA) INC.,ITASCA,IL,488999.0
SOUTHWEST TENNESSEE COMMUNITY COLLEGE,MEMPHIS,TN,61121.0
"GROWER SERVICES, LLC",VINELAND,NJ,424480.0
GOLF AND WROBLESKI LLP,NEW YORK,NY,541211.0
"DYWIDAG-SYSTEMS INTERNATIONAL USA, INC.",BOLINGBROOK,IL,541330.0
"FLIPCHIP INTERNATIONAL, LLC",PHOENIX,AZ,333295.0
WARNER UNIVERSITY,LAKE WALES,FL,611310.0
"WILLIS AMERICAS ADMINISTRATION, INC.",NEW YORK,NY,524210.0
NURSING RESOURCES HOME HEALTH SERVICES,HOUSTON,TX,62160.0
"SELECT GROUP, INC.",BROOKSVILLE,FL,541519.0
"ADVIZEX TECHNOLOGIES, LLC",INDEPENDENCE,OH,541512.0
APEX CLEARING CORPORATION,DALLAS,TX,523140.0
FISERV INC. (BILLMATRIX),DALLAS,TX,541512.0
ANNUNCIATION GREEK ORTHODOX CHURCH,STAMFORD,CT,813110.0
"ESTATE PLANNING & PRESERVATION, INC.",WILLIAMSTON,MI,523999.0
THE AWTY INTERNATIONAL SCHOOL,HOUSTON,TX,611110.0
"SUMMIT PHYSICIAN SERVICES,",CHAMBERSBURG,PA,621111.0
AL & ED'S CORPORATION,VAN NUYS,CA,423110.0
CAST-RITE CORPORATION,GARDENA,CA,332116.0
"FINANCIAL ENGINES, INC.",SUNNYVALE,CA,523930.0
ACNE MEDIA INC.,VENICE,CA,51211.0
COLUMBIA SUSSEX CORPORATION,CRESTVIEW HILLS,KY,72111.0
"MT PARTNERS, LP",ST. LOUIS,MO,531110.0
"CRC-EVANS PIPELINE INTERNATIONAL, INC.",HOUSTON,TX,237120.0
NATIONAL FINANCIAL LLC D/B/A FIDELITY INVESTMENTS,MERRIMACK,NH,523999.0
"REGALIX, INC.",PALO ALTO,CA,541613.0
EDGESPRING INC.,SAN MATEO,CA,5415.0
"REYTEC CONSTRUCTION RESOURCES, INC.",HOUSTON,TX,238190.0
"MCACONNECT, LLC",SPARTA,NJ,443120.0
CASCADES TISSUE GROUP OREGON DIV. CASCADES HOLDING,ST. HELENS,OR,3222.0
FIRST KOREAN BAPTIST CHURCH OF LEWISVILLE,FLOWER MOUND,TX,8131.0
"MUHAMMAD R. JAVED, M.D., P.C.",RICHLANDS,VA,621111.0
FMR CO INC. D/B/A FIDELITY INVESTMENTS,MERRIMACK,NH,523999.0
2000 CONCRETE LLC,ATLANTA,GA,2381.0
"QUADRILLE WALLPAPERS & FABRICS, INC.",NEW YORK,NY,313312.0
TRANS GLOBAL GEOMETRICS INC.,HERNDON,VA,541511.0
PSICOAXIS CORPORATION,MIAMI,FL,621330.0
BEN THOMPSON ASSOCIATES,NEW YORK,NY,541310.0
VILLAGE ACADEMY OF WASHINGTON DC,WASHINGTON,DC,611110.0
"THE SCOTTS COMPANY, LLC",MARYSVILLE,OH,424910.0
"MINNETONKA MOCCASIN COMPANY, INC.",MINNEAPOLIS,MN,424340.0
SELECT ENERGY SERVICES LLC,HOUSTON,TX,213112.0
THE DEVEREUX FOUNDATION,BERWYN,PA,624310.0
"HYTRACC CONSULTING USA, LLC",HOUSTON,TX,541690.0
"ADVANCED MANAGEMENT TECHNOLOGY, INC.",ARLINGTON,VA,561210.0
"PCT INTERNATIONAL, INC.",TEMPE,AZ,541330.0
"ELECTROMEDICAL TECHNOLOGIES, LLC",SCOTTSDALE,AZ,334510.0
"J. KNIPPER & COMPANY, INC.",LAKEWOOD,NJ,541613.0
"CNS INTERNATIONAL MINISTRIES, INC.",NEWARK,MO,611110.0
"PGN ARCHITECTS, PLLC",WASHINGTON,DC,541310.0
"THE LAW OFFICES OF JERRY GOH, P.C.",DALLAS,TX,5411.0
SANFORD CLINIC,SIOUX FALLS,CA,622110.0
RICHARD H GRAVES DPM INC.,LONG BEACH,CA,621111.0
"ABC VIRTUAL COMMUNICATIONS, INC.",WEST DES MOINES,IA,541511.0
"CAMRIS INTERNATIONAL, INC.",BETHESDA,MD,541000.0
"BASTIAN SOLUTIONS, LLC",LOUISVILLE,KY,541511.0
"SIEMENS  MEDICAL SOLUTIONS USA, INC.",ISELIN,NJ,33911.0
SIERRA PETROLEUM SERVICES LTD.,HOUSTON,TX,21111.0
"ANALYTICA LA-SER INTERNATIONAL, INC.",NEW YORK,NY,541690.0
NLI INTERNATIONAL INC.,NEW YORK,NY,523920.0
"LEXISNEXIS RISK DATA MANAGEMENT, INC.",BOCA RATON,FL,516110.0
"RIVERDALE COUNTRY SCHOOL, INC.",BRONX,NY,61111.0
"IPROSPECT.COM, INC.",BOSTON,MA,54181.0
MUSEUM FOR AFRICAN ART,LONG ISLAND CITY,NY,712110.0
CHAMPION YOUTH ENRICHMENT SCHOOL,PALO ALTO,CA,611699.0
NEXTGEN GEEKS LLC,SPRINGFIELD,NJ,541512.0
"EXACT SOFTWARE ERP NORTH AMERICA, LLC",MIDDLETON,MA,541511.0
LEMKO CORPORATION,ITASCA,IL,517310.0
THE DRESSBARN INC.,SUFFERN,NY,448120.0
"ENTRUST, INC.",DALLAS,TX,334200.0
"GE OIL & GAS ESP, INC.",ERIE,PA,336510.0
CLEARY GOTTLIEB STEEN & HAMILTON LLP,NEW YORK,NY,541110.0
CHAMBERSBURG HEALTH SERVICES,CHAMBERSBURG,PA,62149.0
"BETHEL HEALTHCARE, INC.",WEST HILLS,CA,623110.0
"ALLEN D BRECKE, INC. PS",KENNEWICK,WA,541110.0
"M PORTILLO CONSTRUCTION, INC.",DEERFIELD BEACH,FL,2361.0
MIW MARKETING & CONSULTING GROUP,TORRANCE,CA,541800.0
"MESSAGEMIND MANAGEMENT, INC.",NEW YORK,NY,541511.0
"CPP, INC.",MOUNTAIN VIEW,CA,541720.0
"MITRATECH HOLDINGS, INC.",AUSTIN,TX,541544.0
"CELTIC CROSS HOLDINGS, INC",SCOTTSDALE,AZ,541511.0
"THE ALASKA CLUB, LLC",ANCHORAGE,AK,713940.0
"CLEAR IRIS, INC.",NOVI,MI,541611.0
"AMEC ENVIRONMENT &AMP; INFRASTRUCTURE, INC.",ALPHARETTA,GA,541330.0
"C. WONDER, LLC",KING OF PRUSSIA,PA,452111.0
"F&P AMERICA MFG. INC., DBA F&P GEORGIA",TROY,OH,336399.0
"DGLOGIC, INC.",SOUTH SAN FRANCISCO,CA,541618.0
STRUCTUNEERING INC.,HOUSTON,TX,541330.0
HAMPDEN CHARTER SCHOOL OF SCIENCE,CHICOPEE,MA,611110.0
"AJANTA PHARMA, INC",RARITAN,NJ,32541.0
"MULTI-ENERGY GROUP, LLC",ATLANTA,GA,541330.0
"EXCEL GLOBAL SOLUTIONS, INC.",WAUKESHA,WI,541511.0
SUPERIOR CAREER INSTITUTE,LAUDERDALE LAKES,FL,611699.0
H NU PHOTONICS LLC,WAILUKU,HI,333314.0
"WHITLEY PENN, LLP",HOUSTON,TX,54121.0
EDUCATION LINK CORPORATION,LOMITA,CA,611110.0
"WESTCODE, INC.",BINGHAMTON,NY,336510.0
"BLUECREST CAPITAL MANAGEMENT (NEW YORK), L.P.",NEW YORK,NY,5239.0
THE INTERNATIONAL SCHOOL,PORTLAND,OR,611110.0
"EXECUTIVE INN, INC.",SUNNYVALE,CA,721110.0
"CATAMARAN PBM OF MARYLAND, INC.",ROCKVILLE,MD,541618.0
"ALL STAR METALS, LLC",BROWNSVILLE,TX,423510.0
"GODADDY.COM, LLC",SCOTTSDALE,AZ,519130.0
VAN ACKER CONSTRUCTION INC,MILL VALLEY,CA,236115.0
CARDIAC SCIENCE CORPORATION,BOTHELL,WA,334510.0
"NURSES ON CALL HOME HEALTH & STAFFING, INC.",TOMS RIVER,NJ,561310.0
"PRIMETECH SERVICES, INC.",OAKBROOK,IL,623140.0
"GEROMEDICAL PSYCHOLOGICAL SERVICES, PS",VANCOUVER,WA,621330.0
THE SCOTT FETZER COMPANY,CLEVELAND,OH,333319.0
MYTHERAPYCOMPANY.COM INC.,NEDERLAND,CO,621340.0
"APOLLO BUILDERS, LLC",NEW YORK,NY,541310.0
ENSOFT CORPORATION,AMES,IA,541511.0
"GT&T ASSOCIATES, INC.",WORCHESTER,MA,621210.0
"FAMILY DEVELOPMENT AND INTERVENTION SERVICES, INC.",OKLAHOMA CITY,OK,621420.0
"TRACKER MARINE, LLC",SPRINGFIELD,MO,336612.0
SCHWAB REHABILITATION HOSPITAL,CHICAGO,IL,622110.0
FRIENDS OF CHOICE IN URBAN SCHOOLS,WASHINGTON,DC,8133.0
GANESHA ENTERPRISE LLC,MOUNTAIN VIEW,AR,72111.0
"CLEARONE COMMUNICATIONS, INC.",SALT LAKE CITY,UT,541990.0
SOLARES FLORIDA CORPORATION,MIAMI,FL,541330.0
"PRICELOCK, INC",REDWOOD CITY,CA,52232.0
"NUERA PLATINUM DEVELOPMENT, INC.",POWAY,CA,23611.0
"THE RAINE GROUP, LLC",NEW YORK,NY,523110.0
WESTFIELD ENGINEERING & SERVICES,HOUSTON,TX,541330.0
"SV SYSTEMS, INC.",LISLE,IL,541511.0
AFS TECHNOLOGIES INC.,PHOENIX,AZ,51121.0
FLEETCOR TECH OPERATING CO LLC,NORCROSS,GA,522200.0
"FREEDOM INNOVATIONS, LLC",IRVINE,CA,541712.0
"REVINATE, INC.",SAN FRANCISCO,CA,51121.0
"AKASH HOTELS, LLC",ROSLYN,NY,721120.0
DNAM APPAREL INDUSTRIES LLC,COMMERCE,CA,42433.0
THE WORD OF CHRISTIAN LIFE ACADEMY,BALTIMORE,MD,624410.0
MERCYHURST UNIVERSITY,ERIE,PA,611310.0
"POSTLETHWAITE & NETTERVILLE, APAC",BATON ROUGE,LA,541211.0
"MCENTRIK, LLC",FT. LAUDERDALE,FL,541430.0
ANTICANCER INC.,SAN DIEGO,CA,541710.0
"MAPPING INDUSTRIES, INC.",SAN FRANCISCO,CA,518210.0
"LEVITON MANUFACTURING CO., INC.",MELVILLE,NY,335931.0
FIRST TEK DOS LLC,PISCATAWAY,NJ,541511.0
THE HAWBRIDGE SCHOOL,SAXAPAHAW,NC,611110.0
"KÖMMERLING USA, INC.",HUNTSVILLE,AL,326113.0
MOUNT SINAI COMMUNITY FOUNDATION,CHICAGO,IL,621111.0
"PEI MEDIA, INC.",NEW YORK,NY,541840.0
JSM CONSULTING INC.,EDISON,NJ,541511.0
"NF INTERNATIONAL, INC.",DULUTH,GA,5412.0
"TK MACHNICK, A PROFESSIONAL DENTAL CORPORATION",SANTA CRUZ,CA,621210.0
"DOORKNOB PUBLISHING, LLC",LAKE HAVASU CITY,AZ,541860.0
WHITLEY PENN LLP,FORT WORTH,TX,541211.0
"SOFTIONS CONSULTING, INC.",PISCATAWAY,NJ,541512.0
"THINKNRG, LLC",PALO ALTO,CA,54162.0
CA AUTISM FOUNDATION-A BETTER CHANCE SCHOOL,RICHMOND,CA,611110.0
"DIGIUM, INC.",HUNTSVILLE,AL,541512.0
INDEPENDENCIA ASSET MANAGEMENT,MIAMI,FL,523920.0
PRECISION GLOBAL CONSULTING INC,BELLEVUE,WA,561330.0
"PRECISION GLOBAL CONSULTING, INC",KIRKLAND,WA,561330.0
LAURUS ADVISORS INC.,LAS VEGAS,NV,524126.0
THE KESSLER SCHOOL,DALLAS,TX,61111.0
"GSM ADD 2, INC.",IRVINE,CA,3159.0
MAUI AND SONS,PACIFIC PALISADES,CA,4243.0
"PROJECT: WORLDWIDE, INC.",AUBURN HILLS,MI,561920.0
"FORE RESEARCH & MANAGEMENT, LP",NEW YORK,NY,523390.0
"ABC CARPET CO., INC.",NEW YORK,NY,453998.0
THE DAVID AND LUCILE PACKARD FOUNDATION,LOS ALTOS,CA,813211.0
"UNITED EGG PRODUCERS, INC.",ALPHARETTA,GA,1123.0
"ALLIANCE OF RESIDENT THEATRES/NEW YORK, INC.",NEW YORK,NY,926110.0
"HOGAN SERVICES, INC.",ST. LOUIS,MO,484121.0
"ARCHIMEDES, INC.",SAN FRANCISCO,CA,5417.0
"VALEX , LLC",GAITHERSBURG,MD,541511.0
"CISCO CONSUMER PRODUCTS, LLC",IRVINE,CA,34111.0
"DISNEY DESTINATIONS, LLC",BURBANK,CA,71311.0
R&R CONSULTING,NEW YORK,NY,541611.0
MULTNOMAH COUNTY OREGON,PORTLAND,OR,921110.0
THE WIREMOLD COMPANY,WEST HARTFORD,CT,334419.0
"EAGLE VAN LINES, INC.",TEMPLE HILLS,MD,484210.0
"UNIVERSITY PHYSICANS OF BROOKLYN, INC.",BROOKLYN,NY,62134.0
"SEMOS UNLIMITED, INC.,",SANTA FE,NM,5111.0
"PILOT RESEARCH, INC.",FAIRFAX,VA,54151.0
"SYNERGY SOLUTIONS, INC",CARY,NC,541519.0
"THE ALASKA HOSPITALIST GROUP, LLC",ANCHORAGE,AK,621111.0
"FORWARD AIR, INC.",IRVING,TX,481112.0
"DR. DENTAL OF BOSTON, PC",BOSTON,MA,621210.0
BRINKS HOFER GILSON & LIONE,CHICAGO,IL,541110.0
AAA OKLAHOMA,TULSA,OK,524298.0
BANESCO INTERNATIONAL CORP.,DORAL,FL,551114.0
ERNST & YOUNG U.S. LLP (EY GUAM),TAMUNING,GU,541211.0
ASCENTIAL SERVICE CORPORATION,RACINE,WI,236220.0
"SOUTH CENTRAL CEMENT, LTD.",HOUSTON,TX,327310.0
"SOLLICH NORTH AMERICA, LLC",TAMPA,FL,333294.0
E. & J.  GALLO WINERY,MODESTO,CA,312130.0
ASTELLAS PHARMA GLOBAL DEVELOPMENT,NORTHBROOK,IL,541710.0
"UBALO, INC.",PALO ALTO,CA,541990.0
GRAMERCY FUNDS MANAGEMENT LLC,GREENWICH,CT,523120.0
CHICAGO EDUCATION PROJECT,SCHAUMBURG,IL,611110.0
THE FIRST REHABILITATION LIFE INSURANCE COMPANY OF,GREAT NECK,NY,524113.0
"MEDIA KOREA, INC.",ENGLEWOOD CLIFFS,NJ,515120.0
GLOBAL KNOWLEDGE TRAINING LLC,CARY,NC,611420.0
INTERPRETING AND CONSULTING SERVICES INC.,BENICIA,CA,624190.0
"MDBDCA, LLC",LAS VEGAS,NV,511210.0
"BIOFORMIX, INC.",LOVELAND,OH,325100.0
JC GLOBAL INC,ROCHELLE PARK,NJ,423620.0
COASTAL ENERGY COMPANY NEVADA,HOUSTON,TX,22112.0
EONE INFOTECH LLC,EDISON,NJ,541519.0
MELLON CAPITAL MANAGEMENT,PITTSBURGH,PA,523110.0
"TORR INTERNATIONAL, INC.",NEW WINDSOR,NY,333295.0
"POWERS FASTENERS, INC.",BREWSTER,NY,423710.0
CHANG SHAN CORPORATION,BEDFORD,TX,722110.0
PEOPLES SERVICES INC,CANTON,OH,531130.0
COMMODITY MANAGEMENT INC.,SOUTH EL MONTE,CA,562219.0
"TROPICON FOODS, INC.",LAKE FOREST,CA,424310.0
"ATRIUM WINDOWS AND DOORS, INC.",DALLAS,TX,332321.0
DYNAPAR CORPORATION,GURNEE,IL,334514.0
"INPATIENT SPECIALISTS OF SOUTHWEST FLORIDA, LLC",BRENTWOOD,TN,621111.0
"BAILY INTERNATIONAL OF ATLANTA, INC.",CHAMBLEE,GA,4244.0
"AISHA, INC.",RICHWOOD,TX,445120.0
"ALEXANDER'S STEAKHOUSE, INC.",CUPERTINO,CA,7221.0
EASTER SEALS COLORADO,LAKEWOOD,CO,624190.0
"DIVERSIFIED INFORMATION TECHNOLOGIES, INC.",SCRANTON,PA,323114.0
"NEWTRON, INC.",MARTINEZ,CA,238210.0
"OPENLINK FINANCIAL, LLC",HOUSTON,TX,511210.0
"ECOLAB USA, INC",ST PAUL,MN,3251.0
"DR. DENTAL OF LOWELL, P.C.",LOWELL,MA,621210.0
BOB'S STORES CORP.,MERIDEN,CT,44814.0
"TRANSLATTICE, INC.",SANTA CLARA,CA,541512.0
"FREYSSINET, INC.",STERLING,VA,237990.0
RM ADVISORY SERVICES LLC,ALEXANDRIA,VA,541211.0
TAPINATOR LLC,NEW YORK,NY,541519.0
DR. DENTAL OF WATERTOWN,WATERTOWN,MA,621210.0
MDC HOME HEALTH CARE CORP,MIAMI,FL,621610.0
NEX WORLDWIDE EXPRESS,NEW YORK,NY,541920.0
GULF COAST STATE COLLEGE,PANAMA CITY,FL,611310.0
"SECUREWORKS, INC.",ROUND ROCK,TX,42343.0
GOOD VALUE FOOD INC. DBA DABBAWALLA/BOMBAY BISTRO,SUMMIT,NJ,722110.0
"BAIN & COMPANY, INC.",BOSTON,MA,541611.0
STARFIRE SPORTS,TUKWILA,WA,713940.0
HMI INDUSTRIES INC.,STRONGSVILLE,OH,333411.0
EXSAR CORPORATION,MONMOUTH JUNCTION,NJ,541380.0
"VERTICALRESPONSE, INC.",SAN FRANCISCO,CA,541990.0
MORGAN PARK ACADEMY,CHICAGO,IL,923110.0
COMCARE PHARMACY,BOWIE,MD,446110.0
"ENEL GREEN POWER NORTH AMERICA, INC.",ANDOVER,MA,221119.0
MIRACLE SOFTWARE INC,FLEMINGTON,NJ,541511.0
"EVERGREEN GUARDIAN IMPORTS, INC.",SEATTLE,WA,423990.0
"A-TECH NORTH AMERICA, INC.",BELTSVILLE,MD,332216.0
"CAREFIRST HOME HEALTH SERVICES, INC.",LINCOLNWOOD,IL,621610.0
BODY POWER PHYSICAL THERAPY PC,FREEPORT,NY,621340.0
TERASOFT INTERNATIONAL INC.,ARLINGTON HEIGHTS,IL,541511.0
ADESTO TECHNOLOGIES CORPORATION,SUNNYVALE,CA,334400.0
"TECHNOGROUP, INC.",POMPANO BEACH,FL,541512.0
"SEOUL TRADING, INC.",AUBURN,WA,424400.0
"AMERICAN IT ASSOCIATES, INC",BRIDGEWATER,NJ,541511.0
"GLOBALINK SECURITIES, INC.",PASADENA,CA,523120.0
CHASING FIREFLIES LLC (PREVIOUSLY RHO ACQUISITION,SEATTLE,WA,454111.0
ENGINEERING AND SOFTWARE CONSULTING INC.,CHANTILLY,VA,541511.0
"VERISTAT, INC.",HOLLISTON,MA,541690.0
TYSON'S COLLEGE,VIENNA,VA,611310.0
"COSMETICS & PERFUME FILLING & PACKAGING, INC.",BLOOMFIELD,NJ,325620.0
"BRIGHT DENTAL CLINIC, PC",HARTFORD,CT,621210.0
"TRAUM INTERNATIONAL, INC.",WEST PALM BEACH,FL,454930.0
"NETWORK ENHANCED TECHNOLOGIES, INC.",LOS ANGELES,CA,51721.0
"KAHWAUSA, INC.",SAN FRANCISCO,CA,236220.0
"CMC ELECTRONICS AURORA, INC.",SUGAR GROVE,IL,334511.0
"YELLOWJACKET, INC.",ATLANTA,GA,523210.0
"ALLIANCE HOME HEALTH CARE, INC.",PALOS HILLS,IL,621340.0
MILARA INCORPORATED,MEDWAY,MA,333293.0
RISHI PHARMACY D/B/A OZ PHARMACY,BRONX,NY,446110.0
PETER D. WANG DDS PA,FORT LEE,NJ,524114.0
2020 EXHIBITS,HOUSTON,TX,541430.0
"THE TRANSATLANTIC CONSULTING GROUP, INC.",NEW YORK,NY,531390.0
"ALLIANCE HOME HEALTHCARE, INC.",PALOS HILLS,IL,621340.0
SPORTS MEDICINE RESEARCH AND TESTING LABORATORY,SALT LAKE CITY,UT,541710.0
